Realization,utility,infra.,period,UniqueCount
Path 85 {7},3,20,20's - 24's,86
Path 85 {7},3,9,30's - 34's,152
Path 85 {10},3,12,35's - 39's,104
Path 85 {13},3,20,40's - 44's,46
Path 85 {29},3,20,35's - 39's,42
Path 85 {33},3,12,45's - 49's,15
Path 85 {37},3,9,45's - 49's,9
Path 85 {98},3,20,45's - 49's,6
Path 85 {162},3,20,25's - 29's,5
Path 86 {4},3,20,30's - 34's,56
Path 86 {4},3,9,40's - 44's,11
Path 86 {24},3,20,40's - 44's,31
Path 86 {40},3,20,25's - 29's,51
Path 86 {53},3,20,35's - 39's,40
Path 86 {88},3,20,45's - 49's,2
Path 86 {136},3,20,20's - 24's,2
Path 86 {136},3,9,35's - 39's,11
Path 86 {206},3,9,30's - 34's,4
Path 86 {555},3,12,45's - 49's,1
Path 87 {4},3,20,25's - 29's,64
Path 87 {4},3,9,40's - 44's,17
Path 87 {8},3,20,30's - 34's,52
Path 87 {24},3,20,35's - 39's,46
Path 87 {34},3,20,40's - 44's,21
Path 87 {136},3,20,20's - 24's,20
Path 87 {136},3,9,30's - 34's,10
Path 87 {139},3,9,35's - 39's,19
Path 87 {139},3,12,45's - 49's,2
Path 87 {183},3,20,45's - 49's,2
Path 87 {206},3,9,25's - 29's,1
Path 87 {206},3,12,30's - 34's,1
Path 87 {412},3,12,35's - 39's,2
Path 87 {481},3,9,45's - 49's,2
Path 88 {0},3,9,20's - 24's,204
Path 88 {0},3,12,25's - 29's,173
Path 88 {1},3,12,40's - 44's,91
Path 88 {2},3,20,15's - 19's,454
Path 88 {3},3,20,20's - 24's,121
Path 88 {3},3,9,30's - 34's,99
Path 88 {3},3,12,35's - 39's,68
Path 88 {5},3,9,35's - 39's,90
Path 88 {7},3,20,25's - 29's,90
Path 88 {14},3,9,25's - 29's,202
Path 88 {14},3,12,30's - 34's,192
Path 88 {25},3,20,30's - 34's,39
Path 88 {26},3,20,10's - 14's,30
Path 88 {29},3,12,45's - 49's,32
Path 88 {37},3,9,40's - 44's,65
Path 88 {51},3,20,35's - 39's,32
Path 88 {52},3,20,40's - 44's,40
Path 88 {61},3,9,45's - 49's,2
Path 88 {123},3,20,45's - 49's,4
Path 89 {0},3,9,30's - 34's,89
Path 89 {1},3,20,15's - 19's,270
Path 89 {3},3,20,30's - 34's,87
Path 89 {4},3,20,20's - 24's,90
Path 89 {4},3,9,25's - 29's,88
Path 89 {4},3,12,30's - 34's,61
Path 89 {6},3,20,35's - 39's,33
Path 89 {7},3,20,25's - 29's,84
Path 89 {10},3,9,45's - 49's,14
Path 89 {17},3,9,40's - 44's,30
Path 89 {21},3,20,10's - 14's,3
Path 89 {24},3,9,35's - 39's,20
Path 89 {29},3,20,45's - 49's,8
Path 89 {53},3,12,35's - 39's,32
Path 89 {57},3,9,20's - 24's,26
Path 89 {62},3,12,40's - 44's,11
Path 89 {116},3,20,40's - 44's,24
Path 89 {240},3,12,45's - 49's,2
Path 89 {284},3,12,25's - 29's,11
Path 90 {0},3,20,40's - 44's,46
Path 90 {1},3,20,20's - 24's,50
Path 90 {4},3,20,30's - 34's,72
Path 90 {4},3,9,35's - 39's,29
Path 90 {4},3,12,40's - 44's,7
Path 90 {8},3,20,25's - 29's,67
Path 90 {20},3,20,35's - 39's,48
Path 90 {21},3,20,15's - 19's,2
Path 90 {40},3,9,40's - 44's,20
Path 90 {106},3,9,45's - 49's,7
Path 90 {136},3,9,25's - 29's,4
Path 90 {136},3,12,30's - 34's,4
Path 90 {139},3,9,30's - 34's,19
Path 90 {139},3,12,35's - 39's,5
Path 90 {434},3,12,45's - 49's,3
Path 90 {604},3,20,45's - 49's,2
Path 91 {0},3,20,10's - 14's,25
Path 91 {0},3,9,25's - 29's,282
Path 91 {0},3,12,40's - 44's,35
Path 91 {2},3,20,20's - 24's,104
Path 91 {3},3,20,35's - 39's,55
Path 91 {4},3,20,15's - 19's,327
Path 91 {4},3,9,20's - 24's,82
Path 91 {4},3,12,30's - 34's,112
Path 91 {6},3,9,35's - 39's,94
Path 91 {7},3,20,30's - 34's,42
Path 91 {20},3,9,30's - 34's,105
Path 91 {20},3,12,35's - 39's,58
Path 91 {40},3,12,25's - 29's,21
Path 91 {51},3,9,45's - 49's,8
Path 91 {65},3,20,40's - 44's,26
Path 91 {86},3,9,40's - 44's,54
Path 91 {116},3,20,45's - 49's,5
Path 91 {146},3,12,45's - 49's,6
Path 91 {229},3,20,25's - 29's,3
Path 92 {0},3,20,15's - 19's,216
Path 92 {3},3,20,30's - 34's,71
Path 92 {4},3,20,20's - 24's,65
Path 92 {4},3,9,25's - 29's,70
Path 92 {4},3,12,30's - 34's,44
Path 92 {6},3,20,35's - 39's,19
Path 92 {7},3,20,25's - 29's,73
Path 92 {17},3,9,45's - 49's,19
Path 92 {20},3,9,40's - 44's,26
Path 92 {28},3,9,30's - 34's,49
Path 92 {53},3,12,40's - 44's,18
Path 92 {62},3,9,35's - 39's,13
Path 92 {65},3,20,45's - 49's,9
Path 92 {79},3,20,40's - 44's,23
Path 92 {87},3,9,20's - 24's,23
Path 92 {136},3,12,25's - 29's,13
Path 92 {156},3,12,45's - 49's,5
Path 92 {243},3,12,35's - 39's,11
Path 93 {0},3,20,40's - 44's,37
Path 93 {1},3,20,20's - 24's,41
Path 93 {4},3,20,25's - 29's,67
Path 93 {4},3,12,40's - 44's,12
Path 93 {8},3,20,30's - 34's,70
Path 93 {20},3,20,35's - 39's,35
Path 93 {35},3,20,45's - 49's,5
Path 93 {57},3,12,30's - 34's,31
Path 93 {122},3,12,45's - 49's,3
Path 93 {136},3,12,25's - 29's,5
Path 93 {136},3,9,30's - 34's,5
Path 93 {139},3,9,35's - 39's,4
Path 93 {196},3,9,40's - 44's,11
Path 93 {243},3,12,35's - 39's,11
Path 93 {434},3,9,45's - 49's,2
Path 94 {0},3,20,20's - 24's,49
Path 94 {1},3,20,15's - 19's,50
Path 94 {4},3,20,25's - 29's,73
Path 94 {4},3,9,30's - 34's,33
Path 94 {4},3,12,40's - 44's,8
Path 94 {16},3,20,30's - 34's,76
Path 94 {17},3,20,40's - 44's,29
Path 94 {23},3,20,45's - 49's,16
Path 94 {24},3,20,35's - 39's,26
Path 94 {40},3,9,40's - 44's,19
Path 94 {53},3,9,45's - 49's,6
Path 94 {57},3,9,35's - 39's,23
Path 94 {136},3,9,25's - 29's,6
Path 94 {136},3,12,35's - 39's,9
Path 94 {206},3,12,30's - 34's,2
Path 94 {742},3,12,45's - 49's,2
Path 95 {0},3,20,15's - 19's,215
Path 95 {0},3,9,45's - 49's,16
Path 95 {3},3,20,30's - 34's,66
Path 95 {4},3,20,20's - 24's,77
Path 95 {4},3,9,25's - 29's,70
Path 95 {4},3,12,35's - 39's,12
Path 95 {6},3,20,35's - 39's,26
Path 95 {7},3,20,25's - 29's,98
Path 95 {8},3,9,30's - 34's,72
Path 95 {17},3,9,40's - 44's,23
Path 95 {29},3,20,45's - 49's,12
Path 95 {40},3,12,30's - 34's,45
Path 95 {53},3,12,40's - 44's,16
Path 95 {79},3,20,40's - 44's,25
Path 95 {136},3,9,20's - 24's,14
Path 95 {136},3,12,25's - 29's,11
Path 95 {155},3,9,35's - 39's,12
Path 95 {490},3,12,45's - 49's,3
Path 95 {840},3,20,10's - 14's,1
Path 96 {1},3,20,20's - 24's,115
Path 96 {3},3,20,30's - 34's,84
Path 96 {4},3,9,25's - 29's,74
Path 96 {4},3,12,30's - 34's,43
Path 96 {5},3,20,15's - 19's,191
Path 96 {6},3,20,35's - 39's,34
Path 96 {7},3,20,25's - 29's,64
Path 96 {10},3,9,45's - 49's,14
Path 96 {20},3,9,40's - 44's,29
Path 96 {28},3,9,30's - 34's,55
Path 96 {40},3,12,40's - 44's,19
Path 96 {62},3,9,35's - 39's,9
Path 96 {65},3,20,40's - 44's,21
Path 96 {156},3,12,45's - 49's,4
Path 96 {196},3,9,20's - 24's,15
Path 96 {196},3,12,25's - 29's,12
Path 96 {225},3,12,35's - 39's,12
Path 96 {530},3,20,45's - 49's,4
Path 97 {0},3,20,15's - 19's,208
Path 97 {0},3,9,25's - 29's,104
Path 97 {3},3,20,30's - 34's,84
Path 97 {3},3,9,40's - 44's,42
Path 97 {4},3,20,20's - 24's,113
Path 97 {4},3,12,30's - 34's,92
Path 97 {7},3,20,25's - 29's,107
Path 97 {8},3,9,30's - 34's,110
Path 97 {8},3,12,35's - 39's,21
Path 97 {17},3,9,35's - 39's,38
Path 97 {17},3,12,45's - 49's,9
Path 97 {20},3,12,40's - 44's,22
Path 97 {21},3,20,10's - 14's,13
Path 97 {29},3,20,40's - 44's,32
Path 97 {33},3,20,35's - 39's,34
Path 97 {147},3,9,45's - 49's,15
Path 97 {196},3,9,20's - 24's,21
Path 97 {196},3,12,25's - 29's,15
Path 97 {235},3,20,45's - 49's,11
Path 98 {0},3,20,15's - 19's,140
Path 98 {3},3,20,30's - 34's,95
Path 98 {4},3,20,20's - 24's,104
Path 98 {4},3,9,30's - 34's,67
Path 98 {4},3,12,35's - 39's,29
Path 98 {6},3,20,40's - 44's,32
Path 98 {7},3,20,25's - 29's,72
Path 98 {20},3,9,35's - 39's,42
Path 98 {24},3,9,40's - 44's,19
Path 98 {35},3,9,45's - 49's,2
Path 98 {40},3,9,25's - 29's,52
Path 98 {41},3,20,35's - 39's,39
Path 98 {53},3,12,40's - 44's,17
Path 98 {84},3,20,45's - 49's,6
Path 98 {136},3,12,30's - 34's,30
Path 98 {206},3,9,20's - 24's,1
Path 98 {812},3,12,45's - 49's,1
Path 99 {4},3,20,40's - 44's,6
Path 99 {139},3,20,35's - 39's,2
Path 99 {206},3,20,30's - 34's,3
Path 99 {206},3,12,40's - 44's,1
Path 99 {742},3,20,45's - 49's,1
Path 100 {4},3,20,30's - 34's,61
Path 100 {4},3,9,35's - 39's,20
Path 100 {4},3,12,45's - 49's,4
Path 100 {17},3,20,40's - 44's,37
Path 100 {24},3,20,35's - 39's,38
Path 100 {40},3,20,25's - 29's,70
Path 100 {40},3,9,40's - 44's,27
Path 100 {136},3,20,20's - 24's,12
Path 100 {136},3,9,30's - 34's,11
Path 100 {139},3,12,40's - 44's,5
Path 100 {206},3,9,25's - 29's,1
Path 100 {206},3,12,30's - 34's,1
Path 100 {240},3,9,45's - 49's,2
Path 100 {272},3,12,35's - 39's,3
Path 100 {632},3,20,45's - 49's,2
Path 101 {0},3,20,15's - 19's,201
Path 101 {0},3,9,30's - 34's,93
Path 101 {3},3,20,30's - 34's,87
Path 101 {3},3,9,40's - 44's,59
Path 101 {4},3,20,20's - 24's,134
Path 101 {4},3,9,25's - 29's,86
Path 101 {4},3,12,30's - 34's,56
Path 101 {6},3,20,25's - 29's,122
Path 101 {14},3,9,35's - 39's,34
Path 101 {20},3,12,45's - 49's,6
Path 101 {24},3,12,40's - 44's,23
Path 101 {29},3,20,40's - 44's,40
Path 101 {33},3,20,35's - 39's,42
Path 101 {53},3,12,35's - 39's,38
Path 101 {95},3,20,45's - 49's,9
Path 101 {136},3,9,20's - 24's,25
Path 101 {136},3,12,25's - 29's,10
Path 101 {251},3,9,45's - 49's,12
Path 102 {0},3,20,15's - 19's,235
Path 102 {3},3,20,30's - 34's,67
Path 102 {4},3,20,20's - 24's,49
Path 102 {4},3,9,25's - 29's,66
Path 102 {4},3,12,35's - 39's,24
Path 102 {6},3,20,35's - 39's,27
Path 102 {7},3,20,25's - 29's,83
Path 102 {17},3,9,45's - 49's,13
Path 102 {28},3,9,30's - 34's,55
Path 102 {40},3,12,40's - 44's,19
Path 102 {41},3,9,40's - 44's,24
Path 102 {62},3,9,35's - 39's,12
Path 102 {79},3,20,45's - 49's,7
Path 102 {84},3,20,40's - 44's,28
Path 102 {87},3,12,30's - 34's,34
Path 102 {155},3,12,45's - 49's,3
Path 102 {196},3,9,20's - 24's,11
Path 102 {396},3,12,25's - 29's,2
Path 103 {0},3,20,15's - 19's,217
Path 103 {0},3,12,40's - 44's,22
Path 103 {3},3,20,35's - 39's,33
Path 103 {4},3,20,20's - 24's,99
Path 103 {4},3,12,25's - 29's,76
Path 103 {4},3,9,35's - 39's,60
Path 103 {7},3,20,25's - 29's,108
Path 103 {8},3,12,30's - 34's,86
Path 103 {10},3,12,45's - 49's,17
Path 103 {20},3,9,40's - 44's,25
Path 103 {24},3,12,35's - 39's,20
Path 103 {29},3,20,45's - 49's,12
Path 103 {30},3,20,40's - 44's,30
Path 103 {32},3,20,30's - 34's,56
Path 103 {40},3,9,30's - 34's,67
Path 103 {136},3,12,20's - 24's,14
Path 103 {136},3,9,25's - 29's,4
Path 103 {693},3,9,45's - 49's,3
Path 104 {0},3,20,10's - 14's,13
Path 104 {3},3,20,30's - 34's,83
Path 104 {4},3,20,20's - 24's,71
Path 104 {4},3,9,30's - 34's,54
Path 104 {4},3,12,35's - 39's,15
Path 104 {6},3,20,35's - 39's,26
Path 104 {8},3,9,25's - 29's,64
Path 104 {10},3,20,15's - 19's,226
Path 104 {20},3,20,25's - 29's,71
Path 104 {20},3,9,40's - 44's,23
Path 104 {28},3,9,35's - 39's,27
Path 104 {40},3,12,40's - 44's,18
Path 104 {57},3,12,30's - 34's,46
Path 104 {65},3,20,40's - 44's,23
Path 104 {122},3,12,45's - 49's,5
Path 104 {196},3,9,20's - 24's,7
Path 104 {196},3,12,25's - 29's,7
Path 104 {377},3,20,45's - 49's,6
Path 104 {492},3,9,45's - 49's,5
Path 105 {0},3,12,25's - 29's,253
Path 105 {0},3,9,30's - 34's,252
Path 105 {2},3,20,10's - 14's,70
Path 105 {3},3,12,20's - 24's,227
Path 105 {3},3,20,30's - 34's,79
Path 105 {3},3,9,40's - 44's,124
Path 105 {4},3,20,15's - 19's,427
Path 105 {5},3,12,35's - 39's,113
Path 105 {5},3,9,45's - 49's,18
Path 105 {7},3,20,20's - 24's,106
Path 105 {7},3,12,30's - 34's,142
Path 105 {12},3,20,40's - 44's,45
Path 105 {13},3,20,35's - 39's,69
Path 105 {18},3,9,35's - 39's,109
Path 105 {23},3,9,25's - 29's,62
Path 105 {25},3,12,40's - 44's,66
Path 105 {77},3,20,45's - 49's,9
Path 105 {83},3,20,25's - 29's,16
Path 105 {112},3,12,45's - 49's,6
Path 106 {4},3,20,30's - 34's,51
Path 106 {4},3,12,40's - 44's,17
Path 106 {40},3,20,25's - 29's,58
Path 106 {49},3,20,35's - 39's,26
Path 106 {59},3,20,40's - 44's,28
Path 106 {136},3,20,20's - 24's,5
Path 106 {136},3,12,30's - 34's,13
Path 106 {139},3,12,35's - 39's,2
Path 106 {139},3,9,40's - 44's,3
Path 106 {196},3,12,45's - 49's,6
Path 106 {206},3,12,25's - 29's,1
Path 106 {206},3,9,35's - 39's,4
Path 106 {555},3,9,45's - 49's,1
Path 106 {607},3,20,45's - 49's,2
Path 107 {4},3,20,30's - 34's,63
Path 107 {4},3,9,40's - 44's,20
Path 107 {10},3,20,45's - 49's,12
Path 107 {24},3,20,40's - 44's,30
Path 107 {40},3,20,25's - 29's,63
Path 107 {59},3,20,35's - 39's,21
Path 107 {87},3,9,45's - 49's,5
Path 107 {136},3,20,20's - 24's,6
Path 107 {136},3,9,30's - 34's,9
Path 107 {139},3,9,35's - 39's,6
Path 107 {139},3,12,40's - 44's,5
Path 107 {206},3,12,35's - 39's,1
Path 108 {0},3,20,20's - 24's,209
Path 108 {0},3,9,35's - 39's,31
Path 108 {3},3,20,30's - 34's,75
Path 108 {4},3,9,25's - 29's,78
Path 108 {4},3,12,30's - 34's,61
Path 108 {5},3,20,40's - 44's,56
Path 108 {8},3,9,30's - 34's,92
Path 108 {10},3,9,45's - 49's,22
Path 108 {14},3,20,15's - 19's,56
Path 108 {14},3,9,40's - 44's,50
Path 108 {20},3,12,45's - 49's,7
Path 108 {26},3,20,25's - 29's,131
Path 108 {53},3,12,35's - 39's,31
Path 108 {62},3,12,40's - 44's,19
Path 108 {79},3,20,35's - 39's,50
Path 108 {136},3,9,20's - 24's,4
Path 108 {136},3,12,25's - 29's,4
Path 108 {405},3,20,45's - 49's,6
Path 109 {0},3,20,10's - 14's,1
Path 109 {1},3,20,15's - 19's,204
Path 109 {3},3,20,30's - 34's,81
Path 109 {4},3,20,20's - 24's,95
Path 109 {4},3,9,30's - 34's,56
Path 109 {4},3,12,35's - 39's,27
Path 109 {6},3,20,35's - 39's,31
Path 109 {7},3,20,25's - 29's,77
Path 109 {8},3,9,25's - 29's,65
Path 109 {17},3,9,45's - 49's,9
Path 109 {20},3,9,40's - 44's,28
Path 109 {40},3,12,40's - 44's,17
Path 109 {62},3,9,35's - 39's,19
Path 109 {80},3,20,40's - 44's,24
Path 109 {82},3,20,45's - 49's,4
Path 109 {87},3,12,30's - 34's,36
Path 109 {155},3,12,45's - 49's,5
Path 109 {196},3,9,20's - 24's,11
Path 110 {0},3,20,10's - 14's,24
Path 110 {0},3,9,30's - 34's,134
Path 110 {0},3,12,45's - 49's,16
Path 110 {3},3,9,25's - 29's,262
Path 110 {3},3,20,35's - 39's,37
Path 110 {4},3,20,15's - 19's,287
Path 110 {4},3,12,30's - 34's,115
Path 110 {5},3,20,20's - 24's,88
Path 110 {7},3,20,30's - 34's,57
Path 110 {8},3,12,35's - 39's,29
Path 110 {10},3,9,35's - 39's,84
Path 110 {17},3,12,40's - 44's,33
Path 110 {33},3,20,40's - 44's,28
Path 110 {34},3,9,20's - 24's,42
Path 110 {37},3,9,40's - 44's,61
Path 110 {57},3,12,25's - 29's,23
Path 110 {111},3,9,45's - 49's,7
Path 110 {410},3,20,45's - 49's,3
Path 111 {4},3,20,30's - 34's,75
Path 111 {4},3,9,35's - 39's,12
Path 111 {10},3,20,45's - 49's,13
Path 111 {17},3,20,40's - 44's,33
Path 111 {24},3,20,35's - 39's,29
Path 111 {40},3,20,25's - 29's,67
Path 111 {40},3,9,40's - 44's,22
Path 111 {122},3,9,45's - 49's,7
Path 111 {136},3,20,20's - 24's,11
Path 111 {136},3,9,25's - 29's,3
Path 111 {139},3,12,40's - 44's,5
Path 111 {196},3,9,30's - 34's,21
Path 111 {206},3,12,35's - 39's,4
Path 111 {565},3,12,45's - 49's,1
Path 112 {0},3,20,10's - 14's,28
Path 112 {0},3,9,30's - 34's,113
Path 112 {0},3,12,35's - 39's,85
Path 112 {1},3,9,25's - 29's,130
Path 112 {3},3,20,30's - 34's,108
Path 112 {3},3,9,35's - 39's,87
Path 112 {3},3,12,40's - 44's,53
Path 112 {4},3,20,20's - 24's,119
Path 112 {4},3,12,30's - 34's,113
Path 112 {5},3,20,15's - 19's,251
Path 112 {6},3,9,40's - 44's,67
Path 112 {12},3,20,40's - 44's,37
Path 112 {22},3,20,25's - 29's,96
Path 112 {29},3,20,35's - 39's,53
Path 112 {40},3,9,20's - 24's,51
Path 112 {200},3,9,45's - 49's,10
Path 112 {335},3,12,45's - 49's,11
Path 112 {617},3,20,45's - 49's,7
Path 113 {3},3,20,30's - 34's,71
Path 113 {4},3,20,20's - 24's,92
Path 113 {4},3,9,25's - 29's,65
Path 113 {4},3,12,35's - 39's,27
Path 113 {5},3,20,15's - 19's,220
Path 113 {6},3,20,35's - 39's,39
Path 113 {7},3,20,25's - 29's,65
Path 113 {20},3,9,40's - 44's,22
Path 113 {28},3,9,35's - 39's,27
Path 113 {40},3,9,30's - 34's,46
Path 113 {40},3,12,40's - 44's,16
Path 113 {65},3,20,40's - 44's,33
Path 113 {136},3,9,20's - 24's,17
Path 113 {136},3,12,30's - 34's,41
Path 113 {155},3,12,45's - 49's,3
Path 113 {315},3,9,45's - 49's,7
Path 113 {377},3,20,45's - 49's,2
Path 114 {0},3,20,15's - 19's,145
Path 114 {3},3,20,30's - 34's,76
Path 114 {4},3,20,20's - 24's,117
Path 114 {4},3,9,30's - 34's,70
Path 114 {4},3,12,35's - 39's,21
Path 114 {6},3,20,35's - 39's,23
Path 114 {7},3,20,25's - 29's,110
Path 114 {20},3,9,35's - 39's,39
Path 114 {24},3,9,40's - 44's,18
Path 114 {29},3,20,45's - 49's,16
Path 114 {30},3,20,40's - 44's,35
Path 114 {35},3,9,45's - 49's,3
Path 114 {40},3,9,25's - 29's,52
Path 114 {40},3,12,30's - 34's,40
Path 114 {53},3,12,40's - 44's,16
Path 114 {106},3,12,45's - 49's,9
Path 114 {206},3,9,20's - 24's,1
Path 114 {206},3,12,25's - 29's,1
Path 115 {0},3,20,15's - 19's,177
Path 115 {0},3,9,30's - 34's,104
Path 115 {3},3,20,30's - 34's,93
Path 115 {3},3,9,40's - 44's,60
Path 115 {4},3,20,20's - 24's,160
Path 115 {4},3,9,25's - 29's,87
Path 115 {4},3,12,30's - 34's,64
Path 115 {6},3,20,25's - 29's,136
Path 115 {17},3,9,35's - 39's,34
Path 115 {17},3,12,45's - 49's,5
Path 115 {20},3,12,40's - 44's,29
Path 115 {29},3,20,40's - 44's,44
Path 115 {33},3,20,35's - 39's,34
Path 115 {53},3,12,35's - 39's,38
Path 115 {74},3,20,45's - 49's,9
Path 115 {136},3,9,20's - 24's,30
Path 115 {172},3,9,45's - 49's,13
Path 115 {196},3,12,25's - 29's,14
Path 115 {303},3,20,10's - 14's,3
Path 116 {0},3,20,15's - 19's,146
Path 116 {3},3,9,30's - 34's,101
Path 116 {4},3,9,20's - 24's,27
Path 116 {4},3,20,25's - 29's,11
Path 116 {4},3,12,35's - 39's,6
Path 116 {6},3,9,40's - 44's,24
Path 116 {8},3,9,25's - 29's,107
Path 116 {8},3,20,30's - 34's,42
Path 116 {23},3,20,20's - 24's,33
Path 116 {34},3,9,35's - 39's,39
Path 116 {40},3,12,40's - 44's,18
Path 116 {41},3,20,45's - 49's,7
Path 116 {62},3,20,35's - 39's,13
Path 116 {84},3,9,45's - 49's,16
Path 116 {136},3,12,25's - 29's,4
Path 116 {139},3,12,30's - 34's,25
Path 116 {193},3,20,40's - 44's,13
Path 116 {243},3,12,45's - 49's,5
Path 117 {0},3,20,10's - 14's,59
Path 117 {0},3,9,25's - 29's,160
Path 117 {0},3,12,40's - 44's,26
Path 117 {2},3,20,15's - 19's,348
Path 117 {3},3,20,25's - 29's,103
Path 117 {3},3,9,30's - 34's,90
Path 117 {4},3,9,20's - 24's,42
Path 117 {4},3,12,30's - 34's,125
Path 117 {6},3,9,40's - 44's,34
Path 117 {7},3,20,20's - 24's,108
Path 117 {10},3,9,35's - 39's,60
Path 117 {24},3,12,35's - 39's,48
Path 117 {29},3,20,35's - 39's,40
Path 117 {76},3,20,30's - 34's,46
Path 117 {79},3,9,45's - 49's,6
Path 117 {109},3,20,40's - 44's,25
Path 117 {171},3,20,45's - 49's,4
Path 117 {174},3,12,45's - 49's,5
Path 117 {412},3,12,25's - 29's,9
Path 118 {0},3,20,10's - 14's,22
Path 118 {0},3,9,30's - 34's,79
Path 118 {3},3,20,30's - 34's,72
Path 118 {3},3,9,45's - 49's,13
Path 118 {4},3,20,15's - 19's,301
Path 118 {4},3,9,25's - 29's,111
Path 118 {4},3,12,30's - 34's,79
Path 118 {7},3,20,20's - 24's,96
Path 118 {10},3,9,40's - 44's,39
Path 118 {17},3,9,35's - 39's,42
Path 118 {17},3,12,45's - 49's,8
Path 118 {20},3,12,40's - 44's,21
Path 118 {26},3,20,25's - 29's,105
Path 118 {29},3,20,40's - 44's,26
Path 118 {33},3,20,35's - 39's,17
Path 118 {40},3,9,20's - 24's,36
Path 118 {53},3,12,35's - 39's,23
Path 118 {57},3,12,25's - 29's,22
Path 118 {142},3,20,45's - 49's,8
Path 119 {0},3,20,15's - 19's,50
Path 119 {3},3,9,35's - 39's,33
Path 119 {4},3,9,20's - 24's,29
Path 119 {4},3,20,30's - 34's,36
Path 119 {4},3,12,40's - 44's,14
Path 119 {6},3,9,40's - 44's,43
Path 119 {7},3,9,30's - 34's,91
Path 119 {8},3,9,25's - 29's,110
Path 119 {14},3,20,20's - 24's,85
Path 119 {20},3,20,40's - 44's,26
Path 119 {53},3,20,35's - 39's,23
Path 119 {84},3,9,45's - 49's,20
Path 119 {87},3,12,45's - 49's,8
Path 119 {136},3,12,30's - 34's,14
Path 119 {139},3,12,35's - 39's,5
Path 119 {315},3,20,45's - 49's,3
Path 119 {387},3,20,25's - 29's,2
Path 121 {4},3,12,30's - 34's,32
Path 121 {4},3,9,35's - 39's,11
Path 121 {40},3,12,40's - 44's,21
Path 121 {40},3,9,45's - 49's,2
Path 121 {136},3,12,25's - 29's,11
Path 121 {136},3,9,30's - 34's,11
Path 121 {139},3,20,40's - 44's,4
Path 121 {206},3,12,20's - 24's,1
Path 121 {206},3,9,25's - 29's,1
Path 121 {206},3,20,35's - 39's,1
Path 121 {286},3,12,35's - 39's,5
Path 121 {286},3,9,40's - 44's,9
Path 121 {434},3,20,45's - 49's,2
Path 121 {490},3,12,45's - 49's,4
Path 122 {0},3,20,15's - 19's,108
Path 122 {0},3,9,45's - 49's,18
Path 122 {3},3,20,30's - 34's,94
Path 122 {4},3,20,20's - 24's,133
Path 122 {4},3,9,30's - 34's,78
Path 122 {4},3,12,35's - 39's,26
Path 122 {6},3,20,35's - 39's,31
Path 122 {8},3,20,25's - 29's,102
Path 122 {20},3,9,40's - 44's,28
Path 122 {29},3,20,45's - 49's,15
Path 122 {30},3,20,40's - 44's,41
Path 122 {40},3,9,25's - 29's,56
Path 122 {49},3,9,35's - 39's,22
Path 122 {53},3,12,40's - 44's,12
Path 122 {57},3,12,30's - 34's,39
Path 122 {490},3,12,45's - 49's,6
Path 123 {0},3,20,15's - 19's,172
Path 123 {0},3,9,40's - 44's,32
Path 123 {3},3,20,30's - 34's,100
Path 123 {4},3,20,20's - 24's,90
Path 123 {4},3,9,25's - 29's,70
Path 123 {4},3,12,35's - 39's,40
Path 123 {6},3,20,35's - 39's,37
Path 123 {8},3,9,30's - 34's,77
Path 123 {10},3,9,45's - 49's,25
Path 123 {15},3,20,25's - 29's,108
Path 123 {20},3,9,35's - 39's,24
Path 123 {29},3,20,45's - 49's,15
Path 123 {30},3,20,40's - 44's,36
Path 123 {57},3,12,30's - 34's,36
Path 123 {62},3,12,40's - 44's,16
Path 123 {136},3,9,20's - 24's,2
Path 123 {206},3,12,25's - 29's,1
Path 123 {451},3,12,45's - 49's,2
Path 124 {0},3,20,15's - 19's,139
Path 124 {0},3,9,45's - 49's,24
Path 124 {3},3,20,30's - 34's,90
Path 124 {4},3,20,20's - 24's,113
Path 124 {4},3,9,30's - 34's,79
Path 124 {4},3,12,35's - 39's,24
Path 124 {6},3,20,35's - 39's,26
Path 124 {7},3,20,25's - 29's,104
Path 124 {20},3,9,40's - 44's,27
Path 124 {29},3,20,45's - 49's,15
Path 124 {30},3,20,40's - 44's,40
Path 124 {40},3,9,25's - 29's,55
Path 124 {49},3,9,35's - 39's,25
Path 124 {57},3,12,30's - 34's,44
Path 124 {107},3,12,40's - 44's,11
Path 124 {136},3,9,20's - 24's,3
Path 124 {136},3,12,25's - 29's,3
Path 124 {490},3,12,45's - 49's,4
Path 125 {0},3,20,15's - 19's,245
Path 125 {0},3,9,35's - 39's,31
Path 125 {3},3,20,30's - 34's,91
Path 125 {4},3,20,20's - 24's,93
Path 125 {4},3,9,25's - 29's,84
Path 125 {4},3,12,30's - 34's,63
Path 125 {6},3,20,35's - 39's,37
Path 125 {7},3,20,25's - 29's,101
Path 125 {8},3,9,30's - 34's,86
Path 125 {10},3,9,45's - 49's,17
Path 125 {17},3,12,45's - 49's,8
Path 125 {18},3,9,40's - 44's,36
Path 125 {20},3,12,40's - 44's,17
Path 125 {29},3,20,40's - 44's,38
Path 125 {74},3,20,45's - 49's,10
Path 125 {106},3,12,35's - 39's,21
Path 125 {196},3,9,20's - 24's,23
Path 125 {196},3,12,25's - 29's,22
Path 126 {0},3,20,10's - 14's,12
Path 126 {0},3,9,30's - 34's,85
